NAME,rwater,TOWN,BASIN,GSI,SIC,Municipalities,samp_location,samp_date,storm_mag,storm_dur,prev_storm,rain_ph,days_last_storm,o_n_g,samp_ph,cod,tss,tp,tkn,no3,fec_coli,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness
Deep River Marina,Connecticut River,36,,419,4493,Y,Outfall #1,9/11/97,0.75,12,9/3/97,6.3,8,1,4.3,21,4,0.07,1.7,0.6,"1,300",0.1,0.06,0.01,0.5,0.07,
Deep River Marina,Connecticut River,36,,419,4493,Y,Outfall #5,9/11/97,0.75,12,9/3/97,6.3,8,1,7.4,10,55,0.24,1.7,2.8,"70,000",0.12,0.07,0.01,1,1,
Deep River Marina,Connecticut River,36,,419,4493,Y,Outfall #3,9/11/97,0.75,12,9/3/97,6.3,8,1,7.5,12,60,0.22,1.7,0.1,"120,000",0.1,0.06,0.01,1,1,
Deep River Marina,Connecticut River,36,,419,4493,Y,Outfall #4,9/11/97,0.75,12,9/3/97,6.3,8,1,7.5,10,50,0.23,1.7,2.4,"88,000",0.11,0.07,0.01,1,0.62,
Town of Greenwich-Public Works,Indian Harbor,57,,786,9199,Y,Indian Field,9/11/97,0.24,1.5,8/29/97,7.32,13,0.5,6.91,47,37,0.44,1.94,2.5,"2,300",0.02,0.081,0.01,1,1,
Town of Greenwich-Public Works,Indian Harbor,57,,785,4953,Y,2,9/11/97,0.24,1.5,8/29/97,6.93,13,5.4,6.95,300,942,28.2,27,0.8,TNTC,0.122,0.808,0.622,0.47,0.18,
Town of Greenwich-Public Works,Indian Harbor,57,,785,4953,Y,3,9/11/97,0.24,1.5,8/29/97,7.64,13,3.4,7.39,60,86,1.26,2.64,1.1,"25,000",0.05,0.302,0.1,1,1,
Birken Mfg,trib to Beaman's Brook,11,4404,225,3724,N,3,9/29/97,0.6,5,9/26/97,7.9,3,5.6,6.76,66,35,0.63,2.2,0.2,50,0.024,0.132,0.003,1,1,
Birken Mfg,trib to Beaman's Brook,11,4404,225,3724,N,2,9/29/97,0.6,5,9/26/97,8,3,3.2,7.01,64,69,0.59,1.4,0.3,215,0.018,0.071,0.01,1,0.64,
Portland Boat Works,Connecticut River,113,,270,4953,Y,Pkng lot,9/28/97,0.5,1.5,,,,1,5.39,19,8,0.05,0.1,0.2,"10,900",0.01,0.01,0.02,1,1,
Waste Management of CT,trib to Still River,96,,NLD,4953,N,SW01,8/13/97,0.72,4.5,8/6/97,6,7,2.5,7.84,27,5,0.1,1,1.8,"4,300",0.025,0.02,0.005,1,1,
Moroso Performance Products,,60,,249,3774,N,OF-1,8/20/97,0.1,3,8/13/97,5.1,7,3.3,5.1,2,2,0.19,0.5,0.7,100,0.005,0.02,0.001,1,1,
Weyerhaeuser Containerboard,Silver Lake,80,,837,2652,N,1426-01,6/2/97,0.38,4,5/26/97,5.7,7,5,6.7,105,120,0.05,3,2.1,43,0.033,0.25,0.002,1,1,
National Chromium Co,Little River,116,,357,3471,Y,DSN 002,9/11/97,0.6,0.5,8/21/97,5.6,21,1,7,88,290,0.47,1.2,0.4,"1,500",0.032,0.1,0.027,1,1,
R.J.Guerrera Inc,Longmeadow Brook,88,,990,4213,N,,9/11/97,0.5,2,9/2/97,,9,18,7.01,133,72,0.12,2.8,0.1,80,0.071,0.307,0.006,1,1,
Duracell ,Beaver Pond Brook,151,,737,3692,N,Discharge 001,8/13/97,0.4,13,8/9/97,5,4,5,4.4,51,19,0.16,1.51,2.1,"1,000",0.25,0.99,0.79,0.06,0.06,
Duracell ,Beaver Pond Brook,151,,737,3692,N,Discharge 001,9/11/97,0.95,20,9/1/97,5,10,5,6,30,13,0.09,2.1,2.3,300,0.06,0.98,0.16,0.2,0.17,
Allied Signal,Housatonic River,138,,878,3724,N,9,8/20/97,0.57,7.5,8/11/97,6,9,1,6,20,5,0.05,0.44,0.1,"1,400",0.01,0.12,0.05,0.76,0.64,
Allied Signal,Housatonic River,138,,878,3724,N,10,8/20/97,0.55,7.5,8/11/97,6.2,9,1,6.2,20,5,0.05,0.43,0.1,"1,000",0.01,0.11,0.05,0.74,0.68,
Allied Signal,Housatonic River,138,,878,3724,N,11,8/20/97,0.55,7.5,8/11/97,6.2,9,1,6.2,20,5,0.05,0.36,0.1,200,0.01,0.13,0.05,0.78,0.69,
Torrington Company,Turkey Brook,153,,217,3714,N,outlet of retention pond,9/11/97,1.35,5,9/5/97,6.4,6,1,3.64,16,6,0.1,0.58,0.1,296,0.025,0.024,0.003,1,1,
CT Transit,LI Sound,135,,775,4173,N,Outfall 001,9/11/97,0.27,11,9/3/97,6,8,5,7,40,5,0.1,1.64,0.9,"1,800",0.03,0.11,0.03,1,1,
Jelliff Corp,Brook to LI Sound,51,,849,3496,N,SWD-01,9/29/97,0.6,8,9/18/97,6.8,11,42.8,6.56,216,13,0.1,3.5,0.8,"1,260",0.007,0.007,0.009,0.23,0.06,
Sysco Food Services of CT,,119,,489,5140,N,Detention Outfall #1,9/11/97,0.8,5,9/4/97,7.45,7,1.6,6.92,8,3,0.05,0.9,0.2,385,0.007,0.028,0.002,1,1,
Ano-Coil Corp,Hockanum River,146,4500,NLD,3471,N,2,9/29/97,0.47,8,9/25/97,6.21,4,71.6,6.21,69,12,0.22,1,0.3,10,0.096,0.363,0.016,1,1,
Ano-Coil Corp,Hockanum River,146,4500,NLD,3471,N,1,9/29/97,0.47,8,9/25/97,6.12,4,9.2,6.12,29,12,0.16,1,0.5,85,0.019,0.112,0.064,1,1,
Fabricated Metal Pdts,Naugatuck River,88,,341,3469,N,Loc#1,9/29/97,1.5,5,9/18/97,4.4,11,1.1,4.5,8,2,0.12,1,0.6,100,0.03,0.16,0.001,0.6,0.47,
Secondaries Inc,Mad River,166,,919,3593,Y,NE corner,8/21/97,3,24,8/15/97,6.5,6,1,6.9,23,4,0.2,1,0.1,930,0.02,0.067,0.04,1,1,
BICC Brand-Rex,Willimantic River,163,,744,3357,N,Outfall 001,9/11/97,0.15,12,9/3/97,4.1,8,1,5.19,25,5,0.11,0.54,0.6,"3,300",0.02,0.09,0.006,1,1,
Waterbury Rolling Mills,Naugatuck River,151,,349,3356,N,DSN 001,9/11/97,,3.5,,4.6,,1,7.8,112,5,0.08,6,2.3,100,0.45,0.8,0.02,0.06,0.06,
Charles W. House & Sons,Farmington River,52,,190,2231,N,2,9/29/97,0.5,24,9/18/97,6.1,11,5,6.2,23,6,0.09,1,0.5,"5,300",0.04,0.05,0.005,1,1,
Charles W. House & Sons,Farmington River,52,,190,2231,N,1,9/29/97,0.5,24,9/18/97,6.7,11,5,6.8,25,14,0.1,1,0.8,"9,900",0.04,0.066,0.005,1,1,
Praxair,Trib to CT River,139,,322,2813,N,West Side,9/29/97,0.5,8,,6.28,,5,6.28,170,4,0.09,0.42,1,0,0.09,0.095,0.01,1,1,
Warren Corp,Furnace Brook,134,,985,2241,N,Warren Bldg 002,8/28/97,0.28,9.5,8/21/97,6,7,5,6.6,20,4,0.02,0.43,0.7,350,0.01,0.03,0.03,1,1,
Warren Corp,Furnace Brook,134,,985,2241,N,Cyril Johnson Bldg 001,8/28/97,0.28,9.5,8/21/97,6,7,5,6.5,74,26,0.34,1.46,1.8,"1,070,000",0.13,0.07,0.03,1,0.94,
The Hathaway Co,,124,,1068,3471,N,,9/29/97,,20,9/28/97,,1,3.9,6.38,30,8,0.05,0.57,0.3,,0.02,0.02,0.007,1,1,
CRRA Shelton Landfill,Far Mill River,126,,512,4953,Y,DSN 003,9/11/97,0.16,17,8/28/97,6.4,14,5,7.7,25,15,0.17,1.16,0,330,0.02,0.042,0.005,1,1,
CRRA Shelton Landfill,Far Mill River,126,,512,4953,Y,DSN 005,9/11/97,0.16,17,8/28/97,6.4,14,5,7.6,16,62,0.16,0.28,0.1,10,0.05,0.22,0.077,1,1,
Wyman Gordon Investment Castings,Birch Plain Creek,59,,387,3324,N,Location A,9/13/97,0.5,5,9/9/97,6.4,4,8,6.4,120,8,0.03,0.77,0.6,42,0.06,0.03,0.01,0.07,0.06,
Wyman Gordon Investment Castings,Birch Plain Creek,59,,387,3324,N,Location C,9/13/97,0.5,5,9/9/97,6.4,4,1,5.9,100,2,0.02,1.54,0,10,0.06,0.17,0.01,0.16,0.09,
Wyman Gordon Investment Castings,Birch Plain Creek,59,,387,3324,N,Location E,9/13/97,0.5,5,9/9/97,6.4,4,1,3.8,140,60,0.1,2.23,3.6,10,0.11,0.51,0.01,0.68,0.48,
Trans-Lite,,84,,276,3647,N,NE corner bldg,8/28/97,,,8/22/97,,6,1,4.46,52,3,0.16,0.32,1,160,0.19,0.08,0.07,0.23,0.13,
Quality Name Plate ,Roaring Brook,54,,667,3479,N,Sample A,9/29/97,0.5,1,,5,,1.8,6.95,25,5,0.02,0.52,0.2,0,0.001,0.01,0.001,1,0.89,
Quality Name Plate ,Roaring Brook,54,,667,3479,N,Sample B,9/29/97,0.5,1,,5,,6,5.47,23,5,0.02,0.63,0.2,270,0.003,0.05,0.001,1,0.88,
Quality Name Plate ,Roaring Brook,54,,667,3479,N,Sample C,9/29/97,0.5,1,,4.5,,1,4.59,46,5,0.03,0.53,0.3,10,0.006,0.02,0.002,0.66,0.65,
Consolidated Industries,Tenmile River,25,,350,3312,N,#3,8/13/97,0.5,5,8/9/97,4.4,4,18.1,3.99,21,1,0.04,1.3,1.1,110,0.02,1.07,0.05,0.64,0.6,
Consolidated Industries,Tenmile River,25,,350,3312,N,#5,8/13/97,0.5,5,8/9/97,4.4,4,39.3,5.37,325,103,0.19,1.9,0.2,10,0.03,1.5,0.05,0.06,0.06,
Consolidated Industries,Tenmile River,25,,350,3312,N,#7,8/13/97,0.5,5,8/9/97,4.4,4,17.7,5.02,56,45,0.06,1.3,1.4,"1,000",0.05,0.15,0.05,0.71,0.6,
Consolidated Industries,Tenmile River,25,,350,3312,N,#9,8/13/97,0.5,5,8/9/97,4.4,4,13.5,3.91,28,2,0.07,1.4,1.4,880,0.03,0.17,0.05,0.71,0.71,
Fayerweather Boat Yard,Black Rock Harbor,15,,,4493,Y,Channelized Flow,9/29/97,0.5,6,9/11/97,,18,2.2,6.38,10,0,0.08,0.13,0.7,40,0.061,0.101,0.014,0.06,0.06,
Lindberg Heat Treating,Webster Brook,7,,479,3398,N,,9/29/97,0.75,,9/21/97,6.1,8,1,7.2,24,20,0.19,0.3,1.5,9,0.05,0.57,0.009,1,1,
Beaver Brook Circuits,Sympaug Brook,9,,444,3672,N,Port #1,9/29/97,0.76,4.5,9/18/97,6.03,11,1,6.88,17,1,0.1,0.17,0.6,"1,600",0.05,0.04,0.013,1,1,
Beaver Brook Circuits,Sympaug Brook,9,,444,3672,N,Outfall #002,9/29/97,0.76,4.5,9/18/97,4.2,11,1,5.37,30,1,0.1,1.5,0.4,100,0.24,0.2,0.013,0.09,0.06,
Beaver Brook Circuits,Sympaug Brook,9,,444,3672,N,Outfall #3,9/29/97,0.76,4.5,9/18/97,6.66,11,1,6.76,30,1,0.1,2.1,0.4,100,0.05,0.04,0.013,1,1,
Allied Signal,Judd Brook,25,,841,3812,N,1,9/11/97,0.16,15,8/30/97,6,12,5,5.8,20,18,0.08,1.33,1.4,100,0.02,0.24,0.03,1,0.74,
Allied Signal,Judd Brook,25,,841,3812,N,2,9/11/97,0.16,15,8/30/97,6,12,5,4.4,35,16,0.08,1.44,1.5,"6,100",0.03,0.65,0.03,0.46,0.32,
Cedar Island Marina,LI Sound,27,,401,4493,Y,Station 1 Sample 1,9/11/97,0.75,5,9/7/97,6.7,4,1,4,10,104,0.15,0.08,8.2,900,0.466,0.096,0.013,0.73,0.06,
Cedar Island Marina,LI Sound,27,,401,4493,Y,Station 2 Sample 1,9/11/97,0.75,5,9/7/97,6.7,4,1,7.85,22,261,0.27,0.62,0.2,"1,200",0.809,0.146,0.021,0.35,0.06,
Valley Transit District,,37,,420,4173,Y,Outfall #1,10/15/97,0.9,9,9/17/97,4.33,28,3.6,5.13,87,36,0.14,3.1,6.4,"1,000",0.69,3.7,0.015,1,0.71,
Automotive Controls Corp,Branford Harbor,14,,1102,3694,N,2,8/3/97,0.11,0.3,7/25/97,5.5,9,25.6,4.96,360,208,0.15,4.3,3.7,10,0.319,1.302,0.054,0.61,0.23,
Inertia Dynamics,Farmington River,23,,1027,3623,N,1,9/29/97,0.69,4,9/11/97,,18,1,4.6,10,1,0.04,0.7,0.1,"10,500",0.01,0.04,0.01,1,1,
O & G Industries Inc.,Still River,34,,585,3273,Y,Riprap swale from basin,9/29/97,0.71,13.5,,,,5,10.7,10,134,0.14,0.51,0.4,10,0.01,0.04,0.03,1,1,
Polymer Resources,Farmington River,52,,661,3078,N,DSN 0020,7/24/97,0.1,2.5,7/21/97,5.52,3,1.2,4.8,11,1,0.05,3.4,1.2,460,0.011,0.134,0.002,1,1,
Polymer Resources,Farmington River,52,,661,3078,N,Back 001,7/24/97,0.1,2.5,7/21/97,5.55,3,2.4,7.11,1,1,0.05,1.2,1.2,60,0.009,0.139,0.002,1,1,
Polymer Resources,Farmington River,52,,661,3078,N,DSN 001,7/24/97,0.1,2.5,7/21/97,5.69,3,5.6,6.56,22,1,0.48,2.4,1.3,25,0.005,0.173,0.002,0.87,0.48,
O & G Industries Inc.,Naugatuck River,66,,586,1442,Y,Swale from Basin,9/29/97,0.71,13.5,,,,1,6.6,4,36,0.17,0.33,0.1,10,0.27,0.04,0.03,0.06,0.06,
Naugatuck Glass Company,Hop Brook,88,,192,3231,N,,9/29/97,0.52,9,9/18/97,4.6,11,1,6.3,17,4,0.2,2.2,0.3,"1,200",0.12,0.18,0.067,0.08,0.08,
Turbine Engine Components,trib to Piper Brook,94,,822,3728,N,3,8/13/97,0.32,12,8/5/97,5.5,8,5,6.5,135,19,0.06,4.55,0.1,210,0.03,0.04,0.03,1,1,
O & G Industries Inc.,Still River,96,,593,3273,Y,swale,9/29/97,0.71,13.5,,,,1,6.9,10,2,0.01,0.28,0.5,10,0.01,0.03,0.03,1,1,
O & G Industries Inc.,Still River,96,,587,2951,Y,paved leak off,9/29/97,0.71,13.5,,,,5,7.6,38,702,0.31,0.39,0.3,"1,700",0.06,0.1,0.03,1,1,
Leon's Bakery,Quinnipiac River,101,,203,2045,N,SW Corner,9/29/97,0.7,7,9/11/97,5,18,1.5,6.2,254,28,0.35,5.6,1.6,"1,500",0.04,0.49,0.03,1,1,
Turbine Airfoil Refurbishment,Bruce's Ice Pond,101,,,3724,N,"Final basin,rear lot",9/11/97,0.17,3,8/28/97,3.4,14,5,3.4,10,78,0.09,0.93,1.2,400,0.04,1.22,0.03,0.44,0.24,
Northrup Gruman Norden systems,,103,,733,3812,N,CB-5,9/12/97,0.5,12,8/30/97,6.5,13,1,6.56,19,11,0.23,3.24,0.9,1,0.02,0.174,0.009,1,1,
Yardney Technical Products,Pawcatuck River,137,,342,3692,N,CB Bldg #2,9/28/97,0.75,9,9/12/97,6.9,16,2.4,6.7,29,9,0.5,1.2,1,60,0.02,0.383,0.002,0.22,0.2,
F & F Concrete,Eightmile River,131,,219,3273,N,Outfall #1,9/29/97,1,2.5,,7.35,,1,9.5,24,31,0.1,0.95,4.4,"3,100",0.02,0.04,0.03,1,1,
F & F Concrete,Eightmile River,131,,219,3273,N,Outfall #4,9/29/97,1,2.5,,7.35,,1.6,7.5,10,65,0.17,0.98,1,"2,300",0.01,0.03,0.03,1,1,
Lender's Bagel Bakery,Cove River,156,,711,2051,N,Post-3,9/29/97,0.1,3,9/11/97,5.79,17,5.2,7.27,76,122,0.14,1.1,0.1,120,0.021,0.152,0.009,1,1,
Pratt & Whitney Rocky Hill,Connecticut River,119,,707,3724,N,Point C,8/28/97,0.38,3,8/21/97,5.4,7,5,4.5,20,5,0.03,1,0.5,"3,800",0.04,0.079,0.005,0.68,0.68,
Pratt & Whitney Rocky Hill,Connecticut River,119,,707,3724,N,D002,8/28/97,0.38,3,8/21/97,5.4,7,5,7.5,20,1,0.03,1,0.6,350,0.04,0.301,0.005,0.11,0.09,
New Haven Copper Company,Naugatuck River,124,,346,3356,N,Right Pipe,8/28/97,0.75,2,8/21/97,4.65,7,1,3.6,256,410,0.67,5.46,2.1,100,0.75,0.61,0.3,0.06,0.06,
Economy Spring & Stamping,storm sewer,131,,380,3495,N,SW CB,9/29/97,0.61,24,9/25/97,4.79,4,0.5,4.79,15,3,0.01,0.1,0.6,0,0.01,0.141,0.006,0.76,0.66,
Reckson Associates Realty Corp,Black Brook,126,,214,6512,N,Outfall #2,9/29/97,0.8,4,9/11/97,7.73,18,1.6,7.81,5,1,0.23,0.41,0.3,100,0.05,0.21,0.013,0.45,0.34,
Handy & Harmon Refining Group,Scantic River,132,,199,3341,N,Outfall #1,6/18/97,0.62,,6/13/97,4.4,5,1,5.45,83,27,0.25,2.25,0.4,0,0.18,1.37,0.18,0.06,0.06,
Recycled Fibers of Connecticut,Hockanum River,77,,1139,5093,Y,DSN-003,8/13/97,0.96,,8/9/97,6.4,4,3.1,7.6,627,2070,2.06,8.6,0.8,>60000,3.79,1.24,0.384,0.35,0.32,
Blase Mfg,Housatonic River,138,,313,3469,N,SW-001-S,9/11/97,0.24,3,8/29/97,6.8,13,14.8,3.8,212,56,1.55,8.4,1.2,540,0.392,0.843,0.14,1,1,
Blase Mfg,Housatonic River,138,,158,3469,N,SW-001-W,9/11/97,0.24,3,8/29/97,6.8,13,14.4,9.57,121,25,0.2,1.4,0.4,550,0.125,0.17,0.035,1,0.54,
Blase Mfg,Housatonic River,138,,313,3469,N,SW001-S,8/13/97,0.28,4.5,8/9/97,6.02,4,10.8,10.1,333,114,0.56,7.2,2.1,160,0.176,0.473,0.025,0.71,0.71,
Blase Mfg,Housatonic River,138,,158,3469,N,SW-001-W,8/13/97,0.28,4.5,8/9/97,6.02,4,28,9.42,551,90,0.63,11.2,10.6,15,0.411,1.107,0.158,1,0.74,
Rick's Auto Parts,Naugatuck River,143,,1049,5015,Y,1,9/11/97,0.79,9.6,8/28/97,6.5,14,18,4.9,4545,97,3.7,6.09,1.2,100,0.28,1.52,0.3,0.09,0.08,
MacDermid,Naugatuck River,151,,385,2899,N,245 freight st,9/29/97,0.3,12,9/20/97,7.45,9,1.6,7.45,1,1,0.17,0.7,0.2,0,0.005,0.485,0.002,0.28,0.2,
O & G Industries Inc.,Naugatuck River,151,,592,3273,Y,swale,9/29/97,0.71,13.5,,,,1.3,9.8,14,17,0.06,0.39,0.4,320,0.01,0.03,0.03,1,1,
Northeast Recyclers,Natchaug River,163,,1026,7549,Y,SW1,9/29/97,1.3,4,9/22/97,4.1,7,5.5,6.1,420,96,0.79,0.79,0.3,"7,200",0.06,0.24,0.078,1,0.54,
Spencer Turbine,Mill Brook,164,,399,3563,N,North lot CB,9/29/97,0.62,4,9/20/97,7.1,9,5.1,6.4,42,5,0.1,2.8,0.4,7,0.017,0.249,0.02,0.83,0.71,
Mattatuck Industrial Scrap Metal,Mad River,166,,861,5093,N,1,8/28/97,0.51,9,8/21/97,5.5,7,5,7.8,187,668,0.96,2.83,0.5,540,7.15,9.44,1.53,0.87,0.67,
O & G Industries Inc.,trib to Pomperaug R,168,,590,1429,Y,detention pond,9/29/97,0.71,13.5,,,,1.4,7.3,10,159,0.16,0.94,4.2,270,0.02,0.03,0.03,1,1,
Plastic Forming,,167,,825,3089,N,1,8/28/97,0.25,3.5,8/16/97,3.85,12,1,3.85,27,29,0.12,0.5,0.4,100,1.7,0.63,0.04,0.06,0.06,
Mestek,Podunk River,132,,526,3433,N,CB,10/3/97,0.61,1,9/29/97,5.1,4,1.7,7.8,30,78,0.1,1.57,0.8,100,0.02,0.11,0.009,1,1,
Mestek,Podunk River,132,,526,3433,N,Roof Drain West,10/3/97,0.61,1,9/29/97,5.1,4,1.4,7.2,39,5,0.07,1.22,0.7,tntc,0.011,0.198,0.002,0.35,0.31,
Mestek,Podunk River,132,,526,3433,N,Roof Drain South,10/3/97,0.61,1,9/29/97,5.1,4,1,5.3,41,6,0.1,2.09,1.1,tntc,0.038,0.66,0.002,0.74,0.68,
Aces Auto Parts,Farm River,99,,142,7549,Y,SW1,9/25/97,0.42,3.5,9/22/97,4.8,3,1,7.1,2,2,0.38,0.49,1.5,40,0.02,0.02,0.001,1,1,
Town of Prospect,,115,,930,9199,Y,Town Garage,6/13/97,0.7,2.3,5/25/97,5.63,19,1.6,6.37,35,710,1.24,2.4,0.9,"3,800",0.034,0.192,0.012,1,1,
Town of Prospect,,115,,929,4953,Y,Recycle Center,6/13/97,0.7,2.3,5/25/97,5.63,19,4,6.09,106,480,0.4,3.6,0.3,"1,200",0.07,0.23,0.077,1,1,
Rick's Auto Parts,Naugatuck River,143,,1049,5015,Y,1,8/28/97,1.02,4.5,8/23/97,5.5,5,18,6.4,728,168,0.44,1.4,0.7,"7,400",0.19,0.89,0.29,0.93,0.83,
Mestek/South Wisor Group,Podunk River,132,,526,3433,N,NW Roof drain,8/13/97,1.29,3,8/9/97,4.1,4,,5.76,12,,0.05,0.91,1,0,,0.02,,1,1,
Mestek/South Windsor Group,Podunk River,132,,526,3433,N,Catch Basin,8/13/97,1.29,3,8/9/97,4.1,4,3.7,5.38,4108,111,0.23,2.6,0.5,"10,000",0.056,0.3,0.025,1,0.68,
Mestek/South Windsor Group,Podunk River,132,,526,3433,N,S Roof Drain,8/13/97,1.29,3,8/9/97,4.1,4,1.4,4.24,14,6,0.07,1,0.6,0,0.034,0.39,0.007,0.32,0.18,
City of Waterbury,Naugatuck River,151,,486,4953,Y,Outfall 1,8/13/97,1.09,4,8/9/97,4,4,11,7.6,61,134,8,0.98,0.5,0,0.07,0.1,0.06,1,1,
City of Waterbury,Naugatuck River,151,,486,4953,Y,Outfall 2,8/13/97,1.09,4,8/9/97,4,4,4,7.6,48,10,12,1.6,0.5,0,0.02,0.06,0.03,1,1,
City of Waterbury,Naugatuck River,151,,486,4953,Y,Outfall 3,8/13/97,1.09,4,8/9/97,4,4,10,7.6,488,2912,38,1.3,29,0,1.77,1.64,0.38,1,1,
Yale Auto Salvage,,86,,1162,5015,Y,CB,8/6/97,,,,6.3,,1,6.3,19,180,0.02,0.35,0.2,390,0.01,0.26,0.4,1,1,
Metals Testing Co,Bancroft Brook,132,,316,8734,N,DSN001,8/20/97,0.2,4,8/17/97,5.68,3,1.2,5.76,1,3,0.05,0.6,0.5,0,0.019,0.71,0.002,1,1,
EIS Blake Parts,Mattabassett River,7,,,3714,N,DSN001,8/20/97,0.2,4,8/17/97,5.57,3,6.8,7.09,11,1,0.13,0.5,0.2,0,0.021,0.069,0.002,1,1,
Danbury Pharmacal,Still River,34,,950,2834,N,Outfall A,6/18/97,1,2,6/12/97,4,6,1,3.81,72,19,0.05,2.02,1,10,0.072,0.701,0.05,0.91,0.59,
Danbury Pharmacal,Still River,34,,950,2834,N,Outfall B,6/18/97,1,2,6/12/97,4,6,1,3.34,167,170,0.33,5.38,1.3,30,0.035,0.104,0.05,0.71,0.71,
Danbury Pharmacal,Still River,34,,950,2834,N,Outfall C,6/18/97,1,2,6/12/97,4,6,1,3.48,87,56,0.12,1.57,0.6,30,0.032,0.021,0.05,0.71,0.62,
Town of Salem,Rattlesnake Ledge basin,121,,1099,4953,Y,1,9/11/97,0.5,6,,,,1,6.75,18,5,0.08,0.58,1.2,200,0.003,0.01,0.002,1,1,
Town of Salem,Rattlesnake Ledge basin,121,,1099,4953,Y,2,9/11/97,0.5,6,,,,1,6.96,30,5,0.06,0.63,0.6,"2,300",0.001,0.01,0.001,1,1,
IGC Advanced Superconductors,Naugatuck River,151,,501,3351,N,SP4,6/18/97,0.8,2,6/11/97,4.5,7,5,4.8,30,9,0.11,1,0.5,20,0.101,0.083,0.072,0.27,0.14,
Connecticut Container Corp,Quinnipiac River,101,,705,2653,N,1,8/13/97,0.32,12,8/5/97,6.5,8,5,6.3,35,26,0.06,0.97,1,50,0.04,0.32,0.03,0.62,0.43,
Connecticut Container Corp,Quinnipiac River,101,,705,2653,N,1,9/11/97,0.27,11,9/3/97,6,8,5,6,75,15,0.06,5.76,3.4,10,0.06,0.31,0.03,1,1,
Consolidated Freightways,Sodom Creek,80,,330,4213,N,Con-way ,7/23/97,,,,,,2.3,3.93,23,15,0.08,0.28,0.2,"101,000",0.017,0.15,0.007,1,1,
Smith Auto Sales,,53,,1018,,Y,N end,3/25/97,0.85,3,,6.74,,23.7,6.74,20,5,0.02,0.71,0.2,10,0.001,0.01,0.005,1,1,
Sanitary Services Corp,Hockanum River,77,,1077,4225,Y,DSN-001,8/13/97,0.96,3,8/9/97,6.4,4,1.3,6.4,37,6,0.27,0.82,0.7,"10,000",0.023,0.12,0.008,1,1,
City of Meriden,Clark Brook,80,,1088,9199,Y,parking lot,9/29/97,0.52,9,9/12/97,5.5,17,2.4,8.1,28,16,0.06,0.42,0.2,500,0.01,0.12,0.014,1,1,
City of Meriden,Clark Brook,80,,1088,9199,Y,complex,9/29/97,0.52,9,9/12/97,5.5,17,2.8,7.7,35,176,0.06,0.56,0.1,350,0.01,0.13,0.025,1,1,
Connecticut Army National Guard,,77,,283,7538,Y,SL1,8/28/97,0.7,,8/23/97,6.2,5,1,5.3,23,10,0.1,1.1,0.9,70,0.05,0.05,0.011,1,1,
Connecticut Army National Guard,,77,,283,7538,Y,SL2,8/28/97,0.7,,8/23/97,6.2,5,1,5.3,47,54,0.08,1.1,0.9,590,0.13,0.04,0.011,1,1,
Connecticut Army National Guard,,14,,287,7538,Y,B-1,8/13/97,0.3,3,8/6/97,5.1,7,1,7.28,8,1,0.1,0.73,0.8,"3,000",0.005,0.01,0.005,1,1,
Connecticut Army National Guard,,131,,288,7538,Y,SL1,8/28/97,0.7,,8/23/97,6.2,5,1,5.3,8,13,0.03,0.28,0.5,340,0.09,0.08,0.008,1,1,
Balf Company,Hockanum River,77,,233,2951,N,DSN-05,10/3/97,0.14,2,9/29/97,5,4,2.6,8.1,102,160,0.24,1.32,1.2,"10,000",0.015,0.05,0.004,1,1,
Risdon/AMS,Naugatuck River,140,,632,3089,N,S1,8/28/97,0.2,4,8/21/97,,7,5,3.1,25,3,0.03,2.2,1.6,"13,000",0.04,0.264,0.016,0.55,0.48,
Risdon/AMS,Naugatuck River,140,,632,3089,N,S2,8/28/97,0.2,4,8/21/97,,7,5,5.4,35,100,0.02,1.3,1.6,"1,600",0.311,0.136,0.021,0.06,0.06,
Risdon/AMS,Naugatuck River,140,,632,3089,N,S3,8/28/97,0.2,4,8/21/97,,7,5,5.1,20,9,0.04,1,0.5,750,0.04,0.09,0.008,0.92,0.72,
Northeast Waste Systems,Quinnipiac River,148,,828,4212,N,Outfall 3,9/29/97,0.6,5,9/21/97,5,8,1,4.6,10,1,0.04,0.98,0.2,"15,000",0.03,0.07,0.01,0.68,0.52,
Northeast Waste Systems,Quinnipiac River,148,,828,4212,N,Outfall 4,9/29/97,0.6,5,9/21/97,5,8,17,6.9,190,556,0.63,3.2,1.1,"138,000",0.21,0.27,0.06,1,1,
Northeast Transportation,Naugatuck River,151,,941,4111,N,Waterville,10/15/97,0.15,24,10/5/97,4.65,10,1.8,4.27,222,89,0.24,3.5,8.7,"2,300,000",0.36,0.88,0.1,0.33,0.21,
Willimantic Waste Paper Co,Willimantic River,163,,516,4953,N,DSN-001,8/13/97,0.96,3,8/9/97,6.4,4,6.7,6.2,174,348,0.59,1.4,0.9,"4,800",0.129,0.38,0.253,1,0.84,
Howmet Corp,Farmington Basin,162,,362,3724,N,SD,10/29/97,1,2,,5,,1,7.4,5,2,0.1,1.4,1.8,300,0.05,0.02,0.013,1,1,
Pitney Bowes,Cemetary Cove,135,,405,3579,N,SW-4,8/13/97,0.25,7,8/5/97,4.2,8,20,7.46,216,512,1,7,4.5,0,0.69,0.625,0.123,1,0.68,
